year,gender,race,age_group,death_cause,population,deaths,capita
All,Both,D,25-34,O,84861989,0,0
All,Both,D,35-44,O,85492068,0,0
All,Both,D,45-54,O,77573753,0,0
All,Both,D,55-64,O,50649777,0,0
All,Both,D,05-09,O,49511971,0,0
All,Both,D,65-74,O,28726710,0,0
All,Both,D,75-84,O,15336898,0,0
All,Both,D,85+,O,5332740,0,0
All,Both,D,10-14,M,51991563,1,0.001923389
All,Both,D,15-19,M,52233388,14,0.02680278
All,Both,D,20-24,M,48224324,39,0.080872051
All,Both,D,25-34,M,84861989,80,0.094270711
All,Both,D,35-44,M,85492068,134,0.156739687
All,Both,D,45-54,M,77573753,121,0.155980593
All,Both,D,55-64,M,50649777,50,0.098717118
All,Both,D,05-09,M,49511971,0,0
All,Both,D,65-74,M,28726710,22,0.076583779
All,Both,D,75-84,M,15336898,8,0.052161787
All,Both,D,85+,M,5332740,3,0.056256259
All,Both,D,10-14,B,51991563,0,0
All,Both,D,15-19,B,52233388,0,0
All,Both,D,20-24,B,48224324,0,0
All,Both,D,25-34,B,84861989,0,0
All,Both,D,35-44,B,85492068,1,0.001169699
All,Both,D,45-54,B,77573753,1,0.001289096
All,Both,D,55-64,B,50649777,0,0
All,Both,D,05-09,B,49511971,0,0
All,Both,D,65-74,B,28726710,1,0.003481081
All,Both,D,75-84,B,15336898,0,0
All,Both,D,85+,B,5332740,0,0
All,Both,D,10-14,I,51991563,6,0.011540334
All,Both,D,15-19,I,52233388,54,0.103382151
All,Both,D,20-24,I,48224324,146,0.302751781
All,Both,D,25-34,I,84861989,270,0.318163648
All,Both,D,35-44,I,85492068,240,0.280727798
All,Both,D,45-54,I,77573753,202,0.260397354
All,Both,D,55-64,I,50649777,83,0.163870415
All,Both,D,05-09,I,49511971,1,0.002019714
All,Both,D,65-74,I,28726710,30,0.104432425
All,Both,D,75-84,I,15336898,24,0.15648536
All,Both,D,85+,I,5332740,4,0.075008345
All,Both,D,10-14,J,51991563,1,0.001923389
All,Both,D,15-19,J,52233388,34,0.065092465
All,Both,D,20-24,J,48224324,99,0.205290592
All,Both,D,25-34,J,84861989,116,0.13669253
All,Both,D,35-44,J,85492068,123,0.143872996
All,Both,D,45-54,J,77573753,109,0.140511443
All,Both,D,55-64,J,50649777,47,0.092794091
All,Both,D,05-09,J,49511971,0,0
All,Both,D,65-74,J,28726710,15,0.052216213
All,Both,D,75-84,J,15336898,6,0.03912134
All,Both,D,85+,J,5332740,1,0.018752086
All,Both,D,10-14,C,51991563,0,0
All,Both,D,15-19,C,52233388,8,0.015315874
All,Both,D,20-24,C,48224324,19,0.039399204
All,Both,D,25-34,C,84861989,26,0.030637981
All,Both,D,35-44,C,85492068,32,0.037430373
All,Both,D,45-54,C,77573753,10,0.012890958
All,Both,D,55-64,C,50649777,7,0.013820396
All,Both,D,05-09,C,49511971,0,0
All,Both,D,65-74,C,28726710,4,0.013924323
All,Both,D,75-84,C,15336898,0,0
All,Both,D,85+,C,5332740,0,0
All,Both,D,10-14,K,51991563,4,0.007693556
All,Both,D,15-19,K,52233388,20,0.038289686
All,Both,D,20-24,K,48224324,27,0.055988343
All,Both,D,25-34,K,84861989,66,0.077773336
All,Both,D,35-44,K,85492068,89,0.104103225
All,Both,D,45-54,K,77573753,55,0.07090027
All,Both,D,55-64,K,50649777,35,0.069101982
All,Both,D,05-09,K,49511971,0,0
All,Both,D,65-74,K,28726710,23,0.080064859
All,Both,D,75-84,K,15336898,6,0.03912134
All,Both,D,85+,K,5332740,8,0.150016689
All,Both,D,10-14,L,51991563,1,0.001923389
All,Both,D,15-19,L,52233388,5,0.009572421
All,Both,D,20-24,L,48224324,6,0.012441854
All,Both,D,25-34,L,84861989,20,0.023567678
All,Both,D,35-44,L,85492068,15,0.017545487
All,Both,D,45-54,L,77573753,11,0.014180054
All,Both,D,55-64,L,50649777,6,0.011846054
All,Both,D,05-09,L,49511971,0,0
All,Both,D,65-74,L,28726710,5,0.017405404
All,Both,D,75-84,L,15336898,6,0.03912134
All,Both,D,85+,L,5332740,1,0.018752086
All,Both,E,10-14,P,240823399,0,0
All,Both,E,15-19,P,246153923,0,0
All,Both,E,20-24,P,242889794,0,0
All,Both,E,25-34,P,471764507,0,0
All,Both,E,35-44,P,513769055,0,0
All,Both,E,45-54,P,518594097,0,0
All,Both,E,55-64,P,399825327,0,0
All,Both,E,05-09,P,231104201,0,0
All,Both,E,65-74,P,261462376,0,0
All,Both,E,75-84,P,172127913,0,0
All,Both,E,85+,P,67037411,0,0
All,Both,E,10-14,H,240823399,125,0.051905255
All,Both,E,15-19,H,246153923,1451,0.589468566
All,Both,E,20-24,H,242889794,3097,1.275063867
All,Both,E,25-34,H,471764507,10437,2.212332603
All,Both,E,35-44,H,513769055,19780,3.849978859
All,Both,E,45-54,H,518594097,24906,4.80259998
All,Both,E,55-64,H,399825327,14356,3.590567938
All,Both,E,05-09,H,231104201,1,0.000432705
All,Both,E,65-74,H,261462376,4925,1.883636214
All,Both,E,75-84,H,172127913,2963,1.721394252
All,Both,E,85+,H,67037411,1323,1.973524902
All,Both,E,10-14,G,240823399,1801,0.747850918
All,Both,E,15-19,G,246153923,8008,3.253248984
All,Both,E,20-24,G,242889794,10914,4.493395881
All,Both,E,25-34,G,471764507,21274,4.509453273
All,Both,E,35-44,G,513769055,22633,4.405286729
All,Both,E,45-54,G,518594097,19647,3.788512078
All,Both,E,55-64,G,399825327,9625,2.407301226
All,Both,E,05-09,G,231104201,43,0.018606326
All,Both,E,65-74,G,261462376,3586,1.371516642
All,Both,E,75-84,G,172127913,2664,1.547686226
All,Both,E,85+,G,67037411,1493,2.227114648
All,Both,E,10-14,D,240823399,4,0.001660968
All,Both,E,15-19,D,246153923,108,0.043874986
All,Both,E,20-24,D,242889794,263,0.10827956
All,Both,E,25-34,D,471764507,526,0.111496306
All,Both,E,35-44,D,513769055,846,0.164665425
All,Both,E,45-54,D,518594097,914,0.176245739
All,Both,E,55-64,D,399825327,713,0.178327873
All,Both,E,05-09,D,231104201,0,0
All,Both,E,65-74,D,261462376,430,0.164459609
All,Both,E,75-84,D,172127913,335,0.194622705
All,Both,E,85+,D,67037411,205,0.305799399
All,Both,E,10-14,F,240823399,1111,0.461333909
All,Both,E,15-19,F,246153923,9706,3.943061269
All,Both,E,20-24,F,242889794,16557,6.816671762
All,Both,E,25-34,F,471764507,31855,6.75230958
All,Both,E,35-44,F,513769055,40290,7.842044905
All,Both,E,45-54,F,518594097,50040,9.649164981
All,Both,E,55-64,F,399825327,39412,9.857304512
All,Both,E,05-09,F,231104201,5,0.002163526
All,Both,E,65-74,F,261462376,27318,10.44815718
All,Both,E,75-84,F,172127913,23684,13.75953475
All,Both,E,85+,F,67037411,8992,13.41340584
All,Both,E,10-14,E,240823399,1,0.000415242
All,Both,E,15-19,E,246153923,2,0.0008125
All,Both,E,20-24,E,242889794,7,0.002881965
All,Both,E,25-34,E,471764507,11,0.002331672
All,Both,E,35-44,E,513769055,18,0.00350352
All,Both,E,45-54,E,518594097,24,0.004627897
All,Both,E,55-64,E,399825327,10,0.002501092
All,Both,E,05-09,E,231104201,0,0
All,Both,E,65-74,E,261462376,4,0.001529857
All,Both,E,75-84,E,172127913,0,0
All,Both,E,85+,E,67037411,0,0
All,Both,E,10-14,N,240823399,3,0.001245726
All,Both,E,15-19,N,246153923,57,0.023156243
All,Both,E,20-24,N,242889794,101,0.041582645
All,Both,E,25-34,N,471764507,263,0.055748153
All,Both,E,35-44,N,513769055,401,0.078050633
All,Both,E,45-54,N,518594097,536,0.103356364
All,Both,E,55-64,N,399825327,309,0.077283748
All,Both,E,05-09,N,231104201,0,0
All,Both,E,65-74,N,261462376,128,0.048955418
All,Both,E,75-84,N,172127913,60,0.034857798
All,Both,E,85+,N,67037411,26,0.038784314
All,Both,E,10-14,O,240823399,0,0
All,Both,E,15-19,O,246153923,0,0
All,Both,E,20-24,O,242889794,0,0
All,Both,E,25-34,O,471764507,0,0
All,Both,E,35-44,O,513769055,1,0.00019464
All,Both,E,45-54,O,518594097,3,0.000578487
All,Both,E,55-64,O,399825327,0,0
All,Both,E,05-09,O,231104201,0,0
All,Both,E,65-74,O,261462376,0,0
All,Both,E,75-84,O,172127913,0,0
All,Both,E,85+,O,67037411,1,0.001491704
All,Both,E,10-14,M,240823399,5,0.00207621
All,Both,E,15-19,M,246153923,81,0.03290624
All,Both,E,20-24,M,242889794,252,0.103750757
All,Both,E,25-34,M,471764507,859,0.182082371
All,Both,E,35-44,M,513769055,1549,0.301497333
All,Both,E,45-54,M,518594097,2382,0.459318765
All,Both,E,55-64,M,399825327,1546,0.386668852
All,Both,E,05-09,M,231104201,0,0
All,Both,E,65-74,M,261462376,611,0.23368563
All,Both,E,75-84,M,172127913,451,0.262014447
All,Both,E,85+,M,67037411,250,0.372926096
All,Both,E,10-14,B,240823399,0,0
All,Both,E,15-19,B,246153923,0,0
All,Both,E,20-24,B,242889794,0,0
All,Both,E,25-34,B,471764507,4,0.000847881
All,Both,E,35-44,B,513769055,2,0.00038928
All,Both,E,45-54,B,518594097,3,0.000578487
All,Both,E,55-64,B,399825327,1,0.000250109
All,Both,E,05-09,B,231104201,0,0
All,Both,E,65-74,B,261462376,1,0.000382464
All,Both,E,75-84,B,172127913,1,0.000580963
All,Both,E,85+,B,67037411,2,0.002983409
All,Both,E,10-14,I,240823399,24,0.009965809
All,Both,E,15-19,I,246153923,417,0.169406197
All,Both,E,20-24,I,242889794,881,0.36271594
All,Both,E,25-34,I,471764507,1548,0.328129814
All,Both,E,35-44,I,513769055,1789,0.348210929
All,Both,E,45-54,I,518594097,1929,0.371967211
All,Both,E,55-64,I,399825327,1183,0.295879205
All,Both,E,05-09,I,231104201,0,0
All,Both,E,65-74,I,261462376,603,0.230625916
All,Both,E,75-84,I,172127913,468,0.271890823
All,Both,E,85+,I,67037411,302,0.450494725
All,Both,E,10-14,J,240823399,25,0.010381051
All,Both,E,15-19,J,246153923,340,0.138124957
All,Both,E,20-24,J,242889794,498,0.205031258
All,Both,E,25-34,J,471764507,862,0.182718282
All,Both,E,35-44,J,513769055,955,0.185881184
All,Both,E,45-54,J,518594097,939,0.181066465
All,Both,E,55-64,J,399825327,461,0.11530035
All,Both,E,05-09,J,231104201,0,0
All,Both,E,65-74,J,261462376,167,0.063871522
All,Both,E,75-84,J,172127913,66,0.038343578
All,Both,E,85+,J,67037411,14,0.020883861
All,Both,E,10-14,C,240823399,4,0.001660968
All,Both,E,15-19,C,246153923,169,0.068656229
All,Both,E,20-24,C,242889794,181,0.074519393
All,Both,E,25-34,C,471764507,313,0.066346661
All,Both,E,35-44,C,513769055,360,0.070070394
All,Both,E,45-54,C,518594097,335,0.064597727
All,Both,E,55-64,C,399825327,174,0.043519004
All,Both,E,05-09,C,231104201,0,0
All,Both,E,65-74,C,261462376,71,0.027154959
All,Both,E,75-84,C,172127913,38,0.022076605
All,Both,E,85+,C,67037411,12,0.017900453
All,Both,E,10-14,K,240823399,11,0.004567662
All,Both,E,15-19,K,246153923,155,0.06296873
All,Both,E,20-24,K,242889794,279,0.11486691
All,Both,E,25-34,K,471764507,534,0.113192068
All,Both,E,35-44,K,513769055,789,0.153570946
All,Both,E,45-54,K,518594097,889,0.171425013
All,Both,E,55-64,K,399825327,567,0.141811927
All,Both,E,05-09,K,231104201,1,0.000432705
All,Both,E,65-74,K,261462376,266,0.101735479
All,Both,E,75-84,K,172127913,220,0.127811926
All,Both,E,85+,K,67037411,106,0.158120665
All,Both,E,10-14,L,240823399,1,0.000415242
All,Both,E,15-19,L,246153923,32,0.012999996
All,Both,E,20-24,L,242889794,61,0.025114271
All,Both,E,25-34,L,471764507,127,0.026920211
All,Both,E,35-44,L,513769055,157,0.030558477
All,Both,E,45-54,L,518594097,219,0.042229559
All,Both,E,55-64,L,399825327,135,0.033764744
All,Both,E,05-09,L,231104201,0,0
All,Both,E,65-74,L,261462376,84,0.032126993
All,Both,E,75-84,L,172127913,39,0.022657569
All,Both,E,85+,L,67037411,19,0.028342383
All,Female,A,10-14,A,152747714,1132,0.741091287
All,Female,A,15-19,A,155156107,4698,3.027918199
All,Female,A,20-24,A,153346268,6083,3.966839284
All,Female,A,25-34,A,300424543,15142,5.040200727
All,Female,A,35-44,A,323496286,22841,7.060668387
All,Female,A,45-54,A,321761844,27382,8.510020846
All,Female,A,55-64,A,246099420,16906,6.869581407
All,Female,A,05-09,A,146987323,11,0.007483639
All,Female,A,65-74,A,163779884,7222,4.409576942
All,Female,A,75-84,A,114523898,4536,3.960745381
All,Female,A,85+,A,51074221,1832,3.586936744
All,Male,A,10-14,A,160216550,2850,1.778842448
All,Male,A,15-19,A,164084238,19762,12.04381374
All,Male,A,20-24,A,160404756,34019,21.20822403
All,Male,A,25-34,A,304283564,65283,21.45465866
All,Male,A,35-44,A,320269336,76635,23.92829765
All,Male,A,45-54,A,311132999,82993,26.67444478
All,Male,A,55-64,A,228786375,55828,24.40180277
All,Male,A,05-09,A,153778946,65,0.042268465
All,Male,A,65-74,A,139890727,33249,23.76783702
All,Male,A,75-84,A,79618793,27871,35.00555453
All,Male,A,85+,A,23333384,11387,48.8013226
All,Female,A,10-14,P,152747714,0,0
All,Female,A,15-19,P,155156107,0,0
All,Female,A,20-24,P,153346268,0,0
All,Female,A,25-34,P,300424543,0,0
All,Female,A,35-44,P,323496286,0,0
All,Female,A,45-54,P,321761844,0,0
All,Female,A,55-64,P,246099420,0,0
All,Female,A,05-09,P,146987323,0,0
All,Female,A,65-74,P,163779884,0,0
All,Female,A,75-84,P,114523898,0,0
All,Female,A,85+,P,51074221,0,0
All,Female,A,10-14,H,152747714,104,0.068086125
All,Female,A,15-19,H,155156107,675,0.435045718
All,Female,A,20-24,H,153346268,1313,0.856232119
All,Female,A,25-34,H,300424543,4745,1.579431545
All,Female,A,35-44,H,323496286,9424,2.913171003
All,Female,A,45-54,H,321761844,12303,3.823635471
All,Female,A,55-64,H,246099420,7356,2.989035895
All,Female,A,05-09,H,146987323,1,0.000680331
All,Female,A,65-74,H,163779884,2572,1.570400428
All,Female,A,75-84,H,114523898,1509,1.31762892
All,Female,A,85+,H,51074221,581,1.137560179
All,Female,A,10-14,G,152747714,775,0.507372569
All,Female,A,15-19,G,155156107,2396,1.544251171
All,Female,A,20-24,G,153346268,2230,1.454225153
All,Female,A,25-34,G,300424543,4089,1.361073885
All,Female,A,35-44,G,323496286,4222,1.305115447
All,Female,A,45-54,G,321761844,3974,1.235074971
All,Female,A,55-64,G,246099420,2106,0.855751712
All,Female,A,05-09,G,146987323,10,0.006803308
All,Female,A,65-74,G,163779884,964,0.588594873
All,Female,A,75-84,G,114523898,825,0.720373664
All,Female,A,85+,G,51074221,481,0.941766689
All,Female,A,10-14,D,152747714,2,0.001309349
All,Female,A,15-19,D,155156107,41,0.026424999
All,Female,A,20-24,D,153346268,95,0.061951296
All,Female,A,25-34,D,300424543,224,0.074561152
All,Female,A,35-44,D,323496286,387,0.119630431
All,Female,A,45-54,D,321761844,429,0.133328425
All,Female,A,55-64,D,246099420,352,0.143031625
All,Female,A,05-09,D,146987323,0,0
All,Female,A,65-74,D,163779884,224,0.136768933
All,Female,A,75-84,D,114523898,163,0.142328372
All,Female,A,85+,D,51074221,100,0.19579349
All,Female,A,10-14,F,152747714,211,0.138136274
All,Female,A,15-19,F,155156107,1234,0.795328024
All,Female,A,20-24,F,153346268,1907,1.243590747
All,Female,A,25-34,F,300424543,4896,1.62969375
All,Female,A,35-44,F,323496286,7126,2.202807361
All,Female,A,45-54,F,321761844,8589,2.669365607
All,Female,A,55-64,F,246099420,5772,2.345393581
All,Female,A,05-09,F,146987323,0,0
All,Female,A,65-74,F,163779884,2852,1.741361595
All,Female,A,75-84,F,114523898,1607,1.403200579
All,Female,A,85+,F,51074221,452,0.884986577
All,Female,A,10-14,E,152747714,0,0
All,Female,A,15-19,E,155156107,0,0
All,Female,A,20-24,E,153346268,0,0
All,Female,A,25-34,E,300424543,1,0.000332862
All,Female,A,35-44,E,323496286,2,0.000618245
All,Female,A,45-54,E,321761844,3,0.000932367
All,Female,A,55-64,E,246099420,0,0
All,Female,A,05-09,E,146987323,0,0
All,Female,A,65-74,E,163779884,0,0
All,Female,A,75-84,E,114523898,0,0
All,Female,A,85+,E,51074221,0,0
All,Female,A,10-14,N,152747714,0,0
All,Female,A,15-19,N,155156107,7,0.004511585
All,Female,A,20-24,N,153346268,23,0.014998735
All,Female,A,25-34,N,300424543,99,0.032953366
All,Female,A,35-44,N,323496286,165,0.051005222
All,Female,A,45-54,N,321761844,220,0.068373551
All,Female,A,55-64,N,246099420,128,0.0520115
All,Female,A,05-09,N,146987323,0,0
All,Female,A,65-74,N,163779884,55,0.033581658
All,Female,A,75-84,N,114523898,23,0.020083145
All,Female,A,85+,N,51074221,9,0.017621414
All,Female,A,10-14,O,152747714,0,0
All,Female,A,15-19,O,155156107,0,0
All,Female,A,20-24,O,153346268,0,0
All,Female,A,25-34,O,300424543,0,0
All,Female,A,35-44,O,323496286,0,0
All,Female,A,45-54,O,321761844,1,0.000310789
All,Female,A,55-64,O,246099420,0,0
All,Female,A,05-09,O,146987323,0,0
All,Female,A,65-74,O,163779884,0,0
All,Female,A,75-84,O,114523898,0,0
All,Female,A,85+,O,51074221,0,0
All,Female,A,10-14,M,152747714,2,0.001309349
All,Female,A,15-19,M,155156107,22,0.014179268
All,Female,A,20-24,M,153346268,41,0.026736875
All,Female,A,25-34,M,300424543,162,0.05392369
All,Female,A,35-44,M,323496286,289,0.08933642
All,Female,A,45-54,M,321761844,487,0.15135418
All,Female,A,55-64,M,246099420,323,0.13124777
All,Female,A,05-09,M,146987323,0,0
All,Female,A,65-74,M,163779884,157,0.095860368
All,Female,A,75-84,M,114523898,91,0.079459398
All,Female,A,85+,M,51074221,45,0.088107071
All,Female,A,10-14,B,152747714,0,0
All,Female,A,15-19,B,155156107,1,0.000644512
All,Female,A,20-24,B,153346268,0,0
All,Female,A,25-34,B,300424543,0,0
All,Female,A,35-44,B,323496286,0,0
All,Female,A,45-54,B,321761844,1,0.000310789
All,Female,A,55-64,B,246099420,0,0
All,Female,A,05-09,B,146987323,0,0
All,Female,A,65-74,B,163779884,1,0.000610576
All,Female,A,75-84,B,114523898,1,0.00087318
All,Female,A,85+,B,51074221,0,0
All,Female,A,10-14,I,152747714,13,0.008510766
All,Female,A,15-19,I,155156107,123,0.079274998
All,Female,A,20-24,I,153346268,234,0.152595823
All,Female,A,25-34,I,300424543,444,0.147790855
All,Female,A,35-44,I,323496286,585,0.180836697
All,Female,A,45-54,I,321761844,678,0.210714854
All,Female,A,55-64,I,246099420,436,0.177164172
All,Female,A,05-09,I,146987323,0,0
All,Female,A,65-74,I,163779884,225,0.137379509
All,Female,A,75-84,I,114523898,211,0.184241022
All,Female,A,85+,I,51074221,118,0.231036319
All,Female,A,10-14,J,152747714,14,0.00916544
All,Female,A,15-19,J,155156107,100,0.064451218
All,Female,A,20-24,J,153346268,116,0.075645793
All,Female,A,25-34,J,300424543,211,0.070233942
All,Female,A,35-44,J,323496286,272,0.084081336
All,Female,A,45-54,J,321761844,297,0.092304294
All,Female,A,55-64,J,246099420,156,0.063389016
All,Female,A,05-09,J,146987323,0,0
All,Female,A,65-74,J,163779884,57,0.034802809
All,Female,A,75-84,J,114523898,25,0.021829505
All,Female,A,85+,J,51074221,0,0
All,Female,A,10-14,C,152747714,2,0.001309349
All,Female,A,15-19,C,155156107,57,0.036737194
All,Female,A,20-24,C,153346268,61,0.039779253
All,Female,A,25-34,C,300424543,89,0.029624743
All,Female,A,35-44,C,323496286,104,0.032148746
All,Female,A,45-54,C,321761844,89,0.027660209
All,Female,A,55-64,C,246099420,45,0.018285293
All,Female,A,05-09,C,146987323,0,0
All,Female,A,65-74,C,163779884,18,0.010990361
All,Female,A,75-84,C,114523898,9,0.007858622
All,Female,A,85+,C,51074221,2,0.00391587
All,Female,A,10-14,K,152747714,9,0.005892069
All,Female,A,15-19,K,155156107,37,0.02384695
All,Female,A,20-24,K,153346268,53,0.034562302
All,Female,A,25-34,K,300424543,148,0.049263618
All,Female,A,35-44,K,323496286,216,0.066770473
All,Female,A,45-54,K,321761844,243,0.075521695
All,Female,A,55-64,K,246099420,181,0.073547512
All,Female,A,05-09,K,146987323,0,0
All,Female,A,65-74,K,163779884,82,0.050067199
All,Female,A,75-84,K,114523898,69,0.060249434
All,Female,A,85+,K,51074221,40,0.078317396
All,Female,A,10-14,L,152747714,0,0
All,Female,A,15-19,L,155156107,5,0.003222561
All,Female,A,20-24,L,153346268,10,0.006521189
All,Female,A,25-34,L,300424543,34,0.011317318
All,Female,A,35-44,L,323496286,49,0.015147005
All,Female,A,45-54,L,321761844,68,0.021133643
All,Female,A,55-64,L,246099420,51,0.020723332
All,Female,A,05-09,L,146987323,0,0
All,Female,A,65-74,L,163779884,15,0.009158634
All,Female,A,75-84,L,114523898,3,0.002619541
All,Female,A,85+,L,51074221,4,0.00783174
All,Male,A,10-14,P,160216550,0,0
All,Male,A,15-19,P,164084238,0,0
All,Male,A,20-24,P,160404756,0,0
All,Male,A,25-34,P,304283564,0,0
All,Male,A,35-44,P,320269336,0,0
All,Male,A,45-54,P,311132999,0,0
All,Male,A,55-64,P,228786375,0,0
All,Male,A,05-09,P,153778946,0,0
All,Male,A,65-74,P,139890727,0,0
All,Male,A,75-84,P,79618793,0,0
All,Male,A,85+,P,23333384,0,0
All,Male,A,10-14,H,160216550,42,0.02621452
All,Male,A,15-19,H,164084238,958,0.583846451
All,Male,A,20-24,H,160404756,2270,1.415170009
All,Male,A,25-34,H,304283564,6974,2.291941079
All,Male,A,35-44,H,320269336,11949,3.730922276
All,Male,A,45-54,H,311132999,13979,4.492933904
All,Male,A,55-64,H,228786375,7645,3.341545142
All,Male,A,05-09,H,153778946,0,0
All,Male,A,65-74,H,139890727,2549,1.822136502
All,Male,A,75-84,H,79618793,1537,1.930448757
All,Male,A,85+,H,23333384,772,3.308564244
All,Male,A,10-14,G,160216550,1712,1.068553779
All,Male,A,15-19,G,164084238,7334,4.469655397
All,Male,A,20-24,G,160404756,10914,6.804037656
All,Male,A,25-34,G,304283564,20981,6.895213045
All,Male,A,35-44,G,320269336,21481,6.707167245
All,Male,A,45-54,G,311132999,17855,5.738703403
All,Male,A,55-64,G,228786375,8703,3.803985268
All,Male,A,05-09,G,153778946,57,0.037066192
All,Male,A,65-74,G,139890727,3235,2.312519257
All,Male,A,75-84,G,79618793,2228,2.798334308
All,Male,A,85+,G,23333384,1171,5.018560531
All,Male,A,10-14,D,160216550,5,0.003120776
All,Male,A,15-19,D,164084238,124,0.075570939
All,Male,A,20-24,D,160404756,317,0.197625063
All,Male,A,25-34,D,304283564,584,0.191926239
All,Male,A,35-44,D,320269336,733,0.228869866
All,Male,A,45-54,D,311132999,702,0.225626983
All,Male,A,55-64,D,228786375,474,0.20718017
All,Male,A,05-09,D,153778946,1,0.000650284
All,Male,A,65-74,D,139890727,276,0.197296852
All,Male,A,75-84,D,79618793,206,0.258732885
All,Male,A,85+,D,23333384,118,0.505713188
All,Male,A,10-14,F,160216550,1035,0.646000678
All,Male,A,15-19,F,164084238,10165,6.194988698
All,Male,A,20-24,F,160404756,18166,11.32510061
All,Male,A,25-34,F,304283564,32257,10.60096693
All,Male,A,35-44,F,320269336,36992,11.55027842
All,Male,A,45-54,F,311132999,44343,14.25210445
All,Male,A,55-64,F,228786375,35436,15.48868459
All,Male,A,05-09,F,153778946,5,0.00325142
All,Male,A,65-74,F,139890727,25591,18.29356423
All,Male,A,75-84,F,79618793,22823,28.66534287
All,Male,A,85+,F,23333384,8738,37.44849011
All,Male,A,10-14,E,160216550,2,0.00124831
All,Male,A,15-19,E,164084238,2,0.001218886
All,Male,A,20-24,E,160404756,7,0.00436396
All,Male,A,25-34,E,304283564,11,0.003615049
All,Male,A,35-44,E,320269336,18,0.00562027
All,Male,A,45-54,E,311132999,23,0.007392337
All,Male,A,55-64,E,228786375,10,0.00437089
All,Male,A,05-09,E,153778946,0,0
All,Male,A,65-74,E,139890727,4,0.002859375
All,Male,A,75-84,E,79618793,0,0
All,Male,A,85+,E,23333384,0,0
All,Male,A,10-14,N,160216550,3,0.001872466
All,Male,A,15-19,N,164084238,64,0.039004356
All,Male,A,20-24,N,160404756,121,0.075434172
All,Male,A,25-34,N,304283564,266,0.087418458
All,Male,A,35-44,N,320269336,368,0.114903289
All,Male,A,45-54,N,311132999,431,0.138525968
All,Male,A,55-64,N,228786375,257,0.112331864
All,Male,A,05-09,N,153778946,0,0
All,Male,A,65-74,N,139890727,108,0.077203116
All,Male,A,75-84,N,79618793,47,0.059031289
All,Male,A,85+,N,23333384,18,0.07714269
All,Male,A,10-14,O,160216550,0,0
All,Male,A,15-19,O,164084238,0,0
All,Male,A,20-24,O,160404756,0,0
All,Male,A,25-34,O,304283564,0,0
All,Male,A,35-44,O,320269336,1,0.000312237
All,Male,A,45-54,O,311132999,2,0.000642812
All,Male,A,55-64,O,228786375,0,0
All,Male,A,05-09,O,153778946,0,0
All,Male,A,65-74,O,139890727,0,0
